url_length,hostname_length,path_length,count_dots,count_hyphens,digit_count,digit_ratio,has_ip_address,subdomain_count,has_at_symbol,shannon_entropy_nan,relative_entropy,count_sensitive_keywords,count_brand_keywords,has_https_token_in_host,count_slashes,count_vowels_dom,status_bin
86,17,62,3,0,22,0.2558139534883721,0,1,0,1.295461844238322,0.8581814957272609,0,0,0,6,8,1
42,33,1,2,3,0,0.0,0,1,0,1.8910611120726526,0.3970349948828248,0,0,0,3,10,0
62,10,45,1,0,22,0.3548387096774194,0,0,0,1.1488348542809166,1.6036894557345889,0,0,0,5,2,1
56,37,12,4,3,5,0.08928571428571429,0,2,0,1.867633890971212,0.572809927953677,0,0,0,3,12,1
25,17,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.4386898265044099,0,0,0,3,5,0
35,27,0,2,0,4,0.11428571428571428,0,1,0,1.5219280948873621,0.8531453610059698,0,0,0,2,8,1
16,9,0,2,0,0,0.0,0,1,0,1.5219280948873621,1.4756915016160344,0,0,0,2,3,0
28,19,1,2,0,4,0.14285714285714285,0,1,0,1.4591479170272448,1.2131048334945747,0,0,0,3,3,1
65,12,45,1,2,0,0.0,0,0,0,1.2916919971380596,0.3524952472021451,0,0,0,10,3,1
24,15,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.8076524372688898,0,0,0,3,5,0
41,16,18,3,0,0,0.0,0,1,0,1.3516441151533924,0.7341902439038225,0,0,0,5,4,1
97,11,28,3,1,5,0.05154639175257732,0,0,1,2.9329993066372895,0.9889519770641237,0,0,0,6,3,1
23,14,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.7765388320579985,0,0,0,3,4,0
30,15,7,2,0,0,0.0,0,1,0,1.3787834934861753,0.664453758746377,0,0,0,4,4,1
115,26,82,3,2,3,0.02608695652173913,0,1,0,2.623219672335508,0.5260829725198573,0,0,0,5,8,0
34,25,1,2,0,3,0.08823529411764706,0,1,0,1.4591479170272448,0.8958590684006823,0,0,0,3,7,1
71,22,41,3,0,4,0.056338028169014086,0,1,0,1.617189572592715,0.5954816854591671,0,0,0,6,10,0
101,28,66,3,0,12,0.1188118811881188,0,1,0,1.7884504573082896,0.8267507461882179,1,0,0,4,11,1
50,16,27,3,0,1,0.02,0,0,0,1.4056390622295665,0.5982075157181518,0,0,0,4,6,1
33,15,11,2,0,0,0.0,0,1,0,1.4591479170272448,0.5699296563470271,0,0,0,3,4,0
126,50,19,4,1,25,0.1984126984126984,0,3,0,2.794653473544342,0.8566322837325303,3,2,0,4,17,1
16,7,1,1,0,0,0.0,0,0,0,1.3709505944546687,0.8490969026076587,0,0,0,3,2,0
152,13,131,2,20,0,0.0,0,1,0,1.1160762796829877,0.49068486532123823,0,0,0,3,4,0
46,15,24,2,3,0,0.0,0,1,0,1.8910611120726526,0.3902445847990278,0,0,0,3,4,0
58,17,34,1,3,0,0.0,0,0,0,1.7527152789797047,0.5084729870139989,0,1,0,4,6,0
38,31,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.6825972607903067,0,0,0,2,14,0
67,14,46,1,0,27,0.40298507462686567,0,0,0,0.9864267287308425,1.4752252845447018,0,0,0,7,4,1
21,10,1,2,0,5,0.23809523809523808,0,1,0,1.5566567074628228,1.726368546469849,0,0,0,3,1,0
125,50,19,4,1,18,0.144,0,3,0,2.794653473544342,0.8028913319074281,3,2,0,4,17,1
75,10,58,3,0,0,0.0,0,1,0,1.295461844238322,0.31366522915793016,0,0,0,6,1,0
37,17,13,1,0,0,0.0,0,0,0,1.1488348542809166,0.54332826594778,0,0,0,5,8,1
35,26,1,2,0,4,0.11428571428571428,0,1,0,1.4591479170272448,0.8537789863392395,0,0,0,3,7,1
83,14,61,2,10,4,0.04819277108433735,0,1,0,1.5779772001172403,0.4938038943943134,0,1,0,6,5,0
99,15,76,2,0,9,0.09090909090909091,0,1,0,1.4911148500551856,0.7848929213672536,0,0,0,7,5,1
62,24,31,3,2,0,0.0,0,1,0,1.8910611120726526,0.28204250889742916,0,0,0,3,7,0
53,45,1,5,2,5,0.09433962264150944,0,4,0,1.789929075309999,0.487427482131328,0,0,0,3,11,1
31,18,6,2,0,6,0.1935483870967742,0,1,0,1.4591479170272448,1.1230499869167285,0,0,0,3,4,1
64,14,43,3,0,6,0.09375,0,1,0,1.295461844238322,0.5635363840863217,0,0,0,6,6,0
34,27,0,2,0,1,0.029411764705882353,0,1,0,1.5219280948873621,0.6001096332597027,0,0,0,2,8,1
45,38,0,2,0,1,0.022222222222222223,0,1,0,1.5219280948873621,0.5768972551333345,0,0,0,2,13,1
19,10,1,1,0,0,0.0,0,0,0,1.3709505944546687,0.9444415433974921,0,0,0,3,3,0
132,16,24,3,0,4,0.030303030303030304,0,1,0,2.3553885422075336,0.6373547191189356,0,0,0,4,5,1
123,34,82,4,0,9,0.07317073170731707,0,3,0,1.360964047443681,0.9692915702343511,1,0,0,5,11,1
72,14,51,4,0,10,0.1388888888888889,0,2,0,1.7735572622751854,0.8278553997150736,0,0,0,8,4,0
73,21,45,3,2,6,0.0821917808219178,0,0,0,1.789929075309999,0.6842801522940992,0,0,0,5,8,1
29,21,1,2,1,0,0.0,0,1,0,1.8423709931771084,0.5083577507201982,0,0,0,3,8,0
42,16,18,2,1,0,0.0,0,1,0,1.75,0.33420347960342456,0,0,0,4,5,0
62,16,38,2,0,0,0.0,0,1,0,1.8464393446710154,0.4633655684301492,0,0,0,4,7,0
17,10,0,2,0,0,0.0,0,1,0,1.5219280948873621,1.3932799413657375,0,0,0,2,1,0
54,11,35,2,0,7,0.12962962962962962,0,1,0,1.3787834934861753,1.1534178989488262,0,0,0,4,3,1
20,12,1,2,0,0,0.0,0,1,0,1.4591479170272448,1.2398679653929017,0,0,0,3,3,0
69,25,37,4,0,0,0.0,0,2,0,1.7841591278514217,0.46133807614316996,0,0,0,5,8,0
27,14,6,1,0,4,0.14814814814814814,0,0,0,1.2516291673878228,1.0446320158198412,0,0,0,4,4,0
41,25,9,2,0,8,0.1951219512195122,0,1,0,1.4591479170272448,1.2861473040089362,0,0,0,3,6,1
42,13,22,2,0,0,0.0,0,1,0,1.224394445405986,0.6278775792019186,0,0,0,6,5,1
37,30,0,2,0,1,0.02702702702702703,0,1,0,1.5219280948873621,0.664135043305563,0,0,0,2,10,1
30,21,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.6488117953664952,0,0,0,3,8,0
35,17,10,1,0,3,0.08571428571428572,0,0,0,1.2516291673878228,0.727026588235633,0,0,0,4,5,1
79,26,46,3,3,5,0.06329113924050633,0,1,0,1.8954618442383218,0.31130731669721384,0,0,0,3,9,0
41,13,21,2,0,0,0.0,0,0,0,1.2987949406953985,0.6379677178617524,0,0,0,5,5,1
32,11,14,1,0,0,0.0,0,0,0,1.1488348542809166,0.6815382316109497,0,0,0,5,4,1
28,19,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5317441166238988,0,0,0,3,5,0
103,13,36,2,0,24,0.23300970873786409,0,1,0,2.0349409139562287,1.1199189901194082,0,0,0,7,4,1
44,18,8,2,0,0,0.0,0,1,0,2.0588138903312014,0.5142352045242826,0,0,0,4,5,0
50,17,26,3,2,0,0.0,0,2,0,1.8910611120726526,0.4478942686530175,0,0,0,3,6,0
61,23,11,3,0,2,0.03278688524590164,0,1,0,2.3709505944546687,0.39949073267314894,0,0,0,3,7,0
37,28,1,2,0,4,0.10810810810810811,0,1,0,1.4591479170272448,0.8102320186101687,0,0,0,3,7,1
31,23,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5835705282264552,0,0,0,3,9,0
43,15,6,2,0,0,0.0,0,1,0,2.1556390622295662,0.921231251187195,0,0,0,3,5,0
129,25,87,2,1,7,0.05426356589147287,0,1,0,2.421127473337187,0.6122529393215772,0,0,0,7,6,1
27,18,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.48434446488614546,0,0,0,3,5,0
42,13,22,4,0,11,0.2619047619047619,1,0,0,1.7527152789797047,1.2885607321308172,0,0,0,3,0,1
131,54,20,5,1,21,0.16030534351145037,0,4,0,2.723219672335508,0.7681699573149541,3,2,0,5,17,1
153,25,13,2,0,70,0.45751633986928103,0,1,0,2.205822050877804,2.040240180823746,0,0,0,5,6,1
23,14,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.7794899716182295,0,0,0,3,4,0
36,16,13,3,0,0,0.0,0,1,0,1.8910611120726526,1.022461660185248,0,0,0,3,1,1
131,22,1,2,0,50,0.3816793893129771,0,1,1,2.872905595320056,1.9520908215742931,0,0,0,3,9,1
73,14,52,1,1,0,0.0,0,0,0,1.1451104143815827,0.4288569979823267,0,0,0,10,5,1
35,13,15,2,0,0,0.0,0,1,0,1.3787834934861753,0.5064336254054485,0,0,0,4,3,1
48,30,1,4,0,4,0.08333333333333333,0,3,0,2.0464393446710156,0.7200935863352985,1,0,0,3,6,1
41,16,17,2,0,0,0.0,0,1,0,1.3787834934861753,0.6021050558815917,0,0,0,4,7,0
22,15,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.8005097457161153,0,0,0,2,7,1
33,25,1,2,0,2,0.06060606060606061,0,1,0,1.4591479170272448,0.6043114327419942,0,0,0,3,8,1
91,18,66,2,1,15,0.16483516483516483,0,1,0,1.4911148500551856,0.5876879817889437,1,0,0,7,4,1
23,16,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.9843905548475944,0,0,0,2,3,0
22,13,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.9371160783519819,0,0,0,3,2,0
91,16,68,2,7,6,0.06593406593406594,0,1,0,1.6774212838293647,0.3928203353235073,0,0,0,6,4,0
72,14,51,2,3,2,0.027777777777777776,0,0,0,1.6691803368667308,0.2905231619896449,0,0,0,7,4,1
43,13,22,2,3,0,0.0,0,1,0,1.8910611120726526,0.46636570796866833,0,0,0,3,4,0
47,7,32,1,0,3,0.06382978723404255,0,0,0,1.6644977792004612,1.3901374463334468,0,0,0,4,0,1
36,15,14,1,0,0,0.0,0,0,0,1.1488348542809166,0.7053059159797688,0,0,0,5,5,1
83,20,55,3,4,6,0.07228915662650602,0,1,0,1.8262452584026092,0.2364155114926816,0,0,0,5,6,0
61,23,31,3,0,0,0.0,0,1,0,1.8464393446710154,0.3394618327561137,0,0,0,4,5,0
101,6,39,2,0,0,0.0,0,0,0,2.35274578087187,0.682741678034279,0,0,0,5,3,1
126,50,19,4,1,21,0.16666666666666666,0,3,0,2.794653473544342,0.8190223143096492,3,2,0,4,17,1
32,13,11,1,0,0,0.0,0,0,0,1.1488348542809166,0.5120072065668287,0,0,0,5,5,1
36,27,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5026595812065804,0,0,0,3,8,0
28,7,13,1,0,0,0.0,0,0,0,1.2516291673878228,0.759050935828043,0,0,0,4,1,1
85,27,50,2,5,0,0.0,0,1,0,1.7841591278514217,0.34929112576625126,0,0,0,4,7,0
24,15,1,3,0,0,0.0,0,2,0,1.4488156357251847,1.0433844257025904,0,0,0,3,2,0
126,50,19,4,1,22,0.1746031746031746,0,3,0,2.794653473544342,0.8989975453936174,3,2,0,4,17,1
76,13,55,3,4,3,0.039473684210526314,0,1,0,1.8262452584026092,0.22262093494833235,0,0,0,5,2,0
20,13,0,2,0,0,0.0,0,1,0,1.5219280948873621,1.1367182533262543,0,0,0,2,4,0
88,28,52,2,5,5,0.056818181818181816,0,1,0,1.760495029766198,0.4512373855857912,0,0,0,5,10,0
40,17,16,3,0,0,0.0,0,1,0,1.3516441151533924,0.4347409612037149,0,0,0,5,6,0
72,17,47,2,2,14,0.19444444444444445,0,1,0,1.7609640474436812,1.0332721651656611,0,0,0,5,7,0
30,21,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.375619484178368,0,0,0,3,5,0
35,11,16,1,0,0,0.0,0,0,0,1.3709505944546687,0.4475929380925538,0,0,0,3,3,0
50,18,25,3,0,0,0.0,0,1,0,1.295461844238322,0.7319011747943169,0,0,0,6,8,1
36,27,1,2,1,0,0.0,0,1,0,1.8423709931771084,0.5784143362911539,0,0,0,3,12,1
54,14,32,2,2,0,0.0,0,1,0,1.8365916681089791,0.3129839934221126,0,0,0,4,3,0
48,23,18,2,1,0,0.0,0,1,0,1.5709505944546687,0.47127153001414573,0,0,0,6,7,1
100,12,80,1,2,5,0.05,0,0,0,1.6737949406953985,0.4212001577418433,2,0,0,10,3,1
64,17,39,4,0,0,0.0,0,2,0,1.2389012566026305,0.42182810402581616,0,0,0,8,4,1
55,18,30,4,1,6,0.10909090909090909,0,2,0,1.9508257945180885,0.8614059152319073,0,0,0,5,4,0
45,18,20,3,0,0,0.0,0,1,0,1.4488156357251847,0.5073906806089907,0,0,0,3,5,0
48,26,15,2,0,0,0.0,0,1,0,1.75,0.6270610312318172,0,0,0,4,9,0
125,50,20,4,1,22,0.176,0,3,0,2.7550576199383077,0.8991209558974835,3,2,0,5,17,1
27,18,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.6753584017072884,0,0,0,3,4,0
23,15,1,2,0,4,0.17391304347826086,0,1,0,1.4591479170272448,1.3819372651961275,0,0,0,3,3,0
39,30,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.4035748525320838,0,0,0,3,10,0
104,13,84,3,0,8,0.07692307692307693,0,1,0,1.6841837197791887,0.47846046499143285,0,0,0,8,3,0
27,20,0,2,1,0,0.0,0,1,0,1.9182958340544896,0.5660700880633801,0,0,0,2,6,0
188,24,148,4,9,38,0.20212765957446807,0,1,0,2.017801027300537,0.5371143063270389,4,0,0,10,7,1
33,24,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5084607107698831,0,0,0,3,7,0
136,31,4,2,0,48,0.35294117647058826,0,1,0,2.1556390622295662,1.4800135834498092,0,0,0,3,13,1
32,25,0,2,0,1,0.03125,0,1,0,1.5219280948873621,0.7024548264832667,0,0,0,2,7,1
21,12,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.9078229755025865,0,0,0,3,3,0
44,17,19,3,0,0,0.0,0,1,0,1.4056390622295665,0.40458821300419173,0,0,0,4,4,0
218,13,91,1,2,48,0.22018348623853212,0,0,0,2.5552690446481177,0.8442339914675908,1,0,0,12,4,1
536,24,1,2,0,92,0.17164179104477612,0,1,0,1.7295290545023005,1.077889735852561,0,0,0,3,9,1
37,30,0,2,0,1,0.02702702702702703,0,1,0,1.5219280948873621,0.5753640597338754,0,0,0,2,9,0
51,43,1,3,2,10,0.19607843137254902,0,2,0,1.8910611120726526,0.8042383396836413,0,0,0,3,12,1
32,23,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5641124734746451,0,0,0,3,7,1
31,22,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5290366130674078,0,0,0,3,6,0
22,15,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.919383674380858,0,0,0,2,6,0
49,40,1,2,0,0,0.0,0,1,0,1.4591479170272448,1.0379383327065552,0,0,0,3,13,1
77,19,50,2,4,0,0.0,0,1,0,1.7381493331928664,0.6208726979024277,0,0,0,6,6,0
167,16,116,5,0,26,0.15568862275449102,0,0,0,2.582031116540498,0.7143558225137921,1,1,0,7,6,1
26,18,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.9625683661456815,0,0,0,3,7,0
38,16,10,4,0,4,0.10526315789473684,0,2,0,1.5304930567574826,0.8700277918289476,0,0,0,3,4,1
29,20,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5062495929844976,0,0,0,3,7,0
26,18,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5668715682809513,0,0,0,3,4,0
43,21,15,2,0,2,0.046511627906976744,0,1,0,1.3787834934861753,0.550615366640291,0,0,0,4,6,1
79,11,58,4,0,6,0.0759493670886076,0,1,0,2.0,0.6219855517010694,0,0,0,8,4,1
70,22,41,2,4,0,0.0,0,1,0,1.823067982273661,0.23433001976524243,0,0,0,4,5,0
56,21,28,2,0,0,0.0,0,0,0,1.2987949406953985,0.44217221761453185,1,0,0,5,8,1
22,15,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.9036132115656923,0,0,0,2,6,0
78,15,56,3,0,6,0.07692307692307693,0,1,0,1.8262452584026092,0.4153276308823784,0,0,0,5,2,0
246,68,171,6,0,50,0.2032520325203252,0,5,0,2.5587462305923774,1.0115205747475813,0,2,0,6,8,1
40,22,11,2,0,0,0.0,0,1,0,1.4591479170272448,0.5796207830722764,0,0,0,3,7,0
65,18,39,2,3,0,0.0,0,1,0,2.1180782093497093,0.32161211805209633,0,0,0,4,5,0
138,17,20,2,0,4,0.028985507246376812,0,0,0,2.7550576199383077,1.0418422444982738,2,0,0,5,6,1
57,16,33,3,2,5,0.08771929824561403,0,1,0,1.789929075309999,0.4007354306688682,0,0,0,5,3,0
77,16,53,2,0,0,0.0,0,1,0,1.7295739585136223,0.42160647743119745,0,0,0,6,6,0
84,10,67,2,2,23,0.27380952380952384,0,0,0,1.6858157091530304,0.9135589835211709,0,0,0,6,4,1
67,38,22,3,0,0,0.0,0,1,0,1.3516441151533924,0.24167409545884547,0,0,0,5,11,1
37,29,1,3,1,1,0.02702702702702703,0,2,0,1.811278124459133,0.9402919701868911,0,0,0,3,5,1
155,14,133,4,7,62,0.4,0,1,1,2.4370658315190226,1.5895580831278824,0,0,0,3,5,1
129,14,108,2,4,60,0.46511627906976744,0,0,0,1.7841591278514217,1.7260532415826884,0,0,0,5,3,1
36,28,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.5389146188972278,1,0,0,3,7,1
38,13,18,3,0,0,0.0,0,1,0,1.4056390622295665,0.6274656818909454,1,0,0,4,0,1
47,26,14,3,0,0,0.0,0,1,0,1.4488156357251847,0.3762519630318684,0,0,0,3,6,0
43,15,20,2,0,0,0.0,0,1,0,1.3787834934861753,0.4354299286248011,0,0,0,4,5,0
52,16,28,2,1,0,0.0,0,1,0,1.75,0.2792032485194205,0,0,0,4,5,0
62,13,34,2,1,1,0.016129032258064516,0,0,0,2.353533948577482,0.3764519264729914,0,0,0,6,4,1
25,16,1,2,0,3,0.12,0,1,0,1.4591479170272448,0.8297725879189213,0,0,0,3,3,0
52,25,20,3,3,0,0.0,0,1,0,1.8954618442383218,0.4896803786806472,0,0,0,3,6,0
34,25,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.4511523049812014,0,0,0,3,7,0
44,21,16,2,0,0,0.0,0,1,0,1.3787834934861753,0.4149172885065449,0,0,0,4,5,0
39,19,12,1,1,0,0.0,0,0,0,1.6644977792004612,0.4738666100261342,1,0,0,4,7,1
56,20,28,2,3,3,0.05357142857142857,0,1,0,1.8464393446710154,0.38856341300937064,0,0,0,4,6,0
58,24,27,5,0,1,0.017241379310344827,0,2,0,1.3250112108241772,0.39505093047748124,0,0,0,6,8,1
131,54,20,5,1,23,0.17557251908396945,0,4,0,2.723219672335508,0.8257436006092675,3,2,0,5,17,1
40,14,19,1,0,4,0.1,0,0,0,1.061278124459133,0.762630783813845,0,0,0,6,3,0
29,10,12,2,0,0,0.0,0,1,0,1.224394445405986,1.0713094791141216,0,0,0,6,2,1
213,24,24,3,0,76,0.3568075117370892,0,1,0,2.5550365325772657,1.6007485541334032,2,0,0,5,9,1
43,19,17,3,0,1,0.023255813953488372,0,1,0,1.4056390622295665,0.4157965044523793,0,0,0,4,6,0
68,28,33,3,5,0,0.0,0,1,0,1.8250112108241772,0.25347868870643026,0,0,0,3,7,0
29,21,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5096177405354774,0,0,0,3,6,0
37,18,12,2,0,0,0.0,0,1,0,1.3787834934861753,0.4235351128409833,0,0,0,4,5,1
36,25,4,2,0,8,0.2222222222222222,0,1,0,1.4591479170272448,1.4251064360237489,0,0,0,3,6,1
24,15,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.6826447344710367,0,0,0,3,5,0
27,18,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.4688915390912614,0,0,0,3,6,0
48,21,20,2,1,0,0.0,0,1,0,1.75,0.2765212308375696,0,0,0,4,6,0
35,23,4,2,1,0,0.0,0,1,0,1.75,0.5087039501612561,0,0,0,4,7,0
38,30,1,3,1,4,0.10526315789473684,0,2,0,1.811278124459133,0.8759163662445809,0,0,0,3,8,1
60,22,31,3,4,0,0.0,0,1,0,1.8553885422075338,0.5297415484104137,0,0,0,4,6,0
49,26,16,1,1,0,0.0,0,0,0,1.6644977792004612,0.39011000840928034,0,0,0,4,10,1
97,19,71,3,1,20,0.20618556701030927,0,0,0,1.927451224964519,0.7120924641732654,0,0,0,8,7,0
20,4,8,1,0,3,0.15,0,0,0,1.3709505944546687,1.6353209008214407,0,0,0,3,0,1
70,14,49,2,3,0,0.0,0,0,0,1.8464393446710154,0.3236504423522272,0,0,0,4,5,0
39,16,6,1,0,4,0.10256410256410256,0,0,0,2.0,0.8839072391881893,0,0,0,4,6,1
41,33,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5258923484835502,0,0,0,3,11,0
